product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,img_link,product_link
B0883KDSXC,USHA Armor AR1100WB 1100 W Dry Iron with Black Weilburger Soleplate (Purple),Home&Kitchen|Kitchen&HomeAppliances|VacuumCleaning&Ironing|IronsSteamers&Accessories|Irons|DryIrons,599,990,39%,3.9,16166,Lightweight for everyday ironing;Black Weilburger Non-stick soleplate glides effortlessly over the fabric|180⁰ swivel cord for easy operation;1.8 m long cord length for better reach; Thermal fuse for overheat cut-off protection;Indicator light for readiness|ISI mark for best product quality and safety of use;Warranty: 2 year warranty|Power: 1100 watts; Operating Voltage: 220 - 240 volts;Includes: 1 unit of product & instruction manual|Material Type: Plastic|Suitable for gifting on Diwali and other special occasions.,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31WXnM9XIYL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Armour-AR1100WB-1100-Watt-Soleplate-Purple/dp/B0883KDSXC/ref=sr_1_77?qid=1672923595&s=kitchen&sr=1-77
B078V8R9BS,Butterfly EKN 1.5-Litre Electric Kettle (Silver with Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|Kettle&ToasterSets,749,1111,33%,4.2,35693,Filter Type : Spout|Auto cut off facility Dry Boil Protection: Yes|360 degree swirl base. Power: 1500 watts; Operating Voltage: 220 - 230 volts 50-60Hz|Convenient grip|Capacity: 1.5 liters  Cord Length : 1 meter|Warranty: 1 year on product|Includes: Water kettle User manual and Warranty card,https://m.media-amazon.com/images/I/41cxgOxlbYL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Butterfly-EKN-1-5-Litre-Kettle-Silver/dp/B078V8R9BS/ref=sr_1_78?qid=1672923595&s=kitchen&sr=1-78
B08GSQXLJ2,Crompton Arno Neo 15-L 5 Star Rated Storage Water Heater (Geyser) with Advanced 3 Level Safety (Grey),Home&Kitchen|HeatingCooling&AirQuality|WaterHeaters&Geysers|StorageWaterHeaters,6199,10400,40%,4.1,14391,PRODUCT: Crompton's energy efficient storage water heater with fast heating|TECHNICAL SPECIFICATIONS: Wattage: 2000 W; Capacity: 15L; Star Rating 5; Pressure 8 bar|3 LEVEL SAFETY: Capillary Thermostat automatic thermal cut-out & multi-functional valve to provide higher safety Heating Element - Copper|ANTI-RUST: Fitted with specially designed magnesium anode which prevents corrosion due to hard water quality|QUALITY COMPONENTS: ISI marked nickel coated special element to provide resistance against scale formation,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31Tz8DcmevL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Crompton-Arno-Neo-ASWH-3015-Star-Rated/dp/B08GSQXLJ2/ref=sr_1_79?qid=1672923595&s=kitchen&sr=1-79
B01M5B0TPW,Borosil Chef Delite BCH20DBB21 300-Watt Chopper (Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MiniFoodProcessors&Choppers,1819,2490,27%,4.4,7946,Material: Plastic Body- Plastic Bowl- SS Blades|Contents: 1N Motor Unit- 1N Chopping Container- 1 Blade set- 1N Rubber Lid & 1 User Manual,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31HSz-a5H3L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Borosil-Plastic-Chefdelite-BCH20DBB21-Technology/dp/B01M5B0TPW/ref=sr_1_80?qid=1672923595&s=kitchen&sr=1-80
B082KVTRW8,KENT 16055 Amaze Cool Touch Electric Kettle 1.8 L 1500 W | Plastic Outer & Stainless Steel Inside body | Auto shut off Over heating protection | Multipurpose hot water Kettle | 1 Year Warranty,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|Kettle&ToasterSets,1199,1900,37%,4,1765,KENT Amaze Electric Kettle amazes with its 1.8L capacity and 1500W power;Boils water for tea coffee or instant soup within minutes & serve 5-6 people at a time|360° swivel technology makes pouring and serving easy;Its inner stainless steel body ensures better heat retention and durability|The plastic outer body for cool-to-touch exterior ensures easy handling;The auto shut-off features turns it off in case of overheating and dry-boiling|Size Name: Stander; Color Name: White,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31lKVhGarbL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Amaze-Litre-Electric-Kettle-Stainless/dp/B082KVTRW8/ref=sr_1_81?qid=1672923595&s=kitchen&sr=1-81
B08CFJBZRK,Prestige IRIS Plus 750 watt mixer grinder,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,3249,6295,48%,3.8,14062,Warranty: 2 year warranty provided by the manufacturer from date of purchase|3 Stainless Steel Jar - (1.5 Litre Wet Jar with blade 1 Litre Dry Jar with blade and 300 ML Chutney Jar with Blade) and 1 Transparent Juicer Jar with blade|Powerful 750 Watt motor|Appealing design|Power: 750 watts,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41QNSlZeKiL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Prestige-IRIS-mixer-grinder-Black/dp/B08CFJBZRK/ref=sr_1_82?qid=1672923595&s=kitchen&sr=1-82
B07H3WDC4X,Simxen Egg Boiler Electric Automatic Off 7 Egg Poacher for Steaming Cooking Also Boiling and Frying 400 W (Blue Pink),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,349,999,65%,4,15646,Simxen egg boiler electric automatic shut off|This Egg Boiler takes only 10 minutes to cook the eggs|Colour : Multi(Colour Will Be Send As Per Available In Stock..); Material : Plastic + Steel|You can consistently prepare eggs the way you like without fat or oil.|Size Name: 16 X 16 X 16 Cm; Color Name: White,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31-RWRwJZOL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Simxen-Electric-Automatic-Steaming-Multicolour/dp/B07H3WDC4X/ref=sr_1_83?qid=1672923595&s=kitchen&sr=1-83
B09ZTZ9N3Q,Amazon Basics 2000/1000 Watt Room Heater with Adjustable Thermostat (ISI certified White color Ideal for small to medium room/area),Home&Kitchen|HeatingCooling&AirQuality|RoomHeaters|FanHeaters,1049,1699,38%,3.1,111,Say goodbye to the worries about dealing with the cold weather with the Amazon Basics Electric Room Heater|Ideal for small to medium-size rooms|Two Knobs - one for Heat mode (1000W or 2000W) another for thermostat for temperature control.|Equipped with 2 heat modes 1000 watts and 2000 watts|Turbo fan motor evenly distributes heat in the room|Compact and lightweight room heater can be placed anywhere in the house|Plastic fire-retardant body and metal grill that contains copper ensure safety while in use|Ultra quiet in operation Inbuilt thermostat for safety,https://m.media-amazon.com/images/I/31b0ZuxuesL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Amazon-Basics-Adjustable-Thermostat-certified/dp/B09ZTZ9N3Q/ref=sr_1_86?qid=1672923595&s=kitchen&sr=1-86
B083P71WKK,HealthSense Weight Machine for Kitchen Kitchen Food Weighing Scale for Health Fitness Home Baking & Cooking with Hanging Design Touch Button Tare Function & 1 Year Warranty – Chef-Mate KS 40,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales|DigitalScales,799,1500,47%,4.3,9695,Precise Measurements: Built with high precision sensors to quickly deliver accurate results and ensure your healthy recipe is deliciously perfect. Measures in grams / ml / lb:oz / fl’oz with the range of 1 - 5000 g.|Tare Function: Calculate net weight of ingredients by subtracting empty bowl or the container weight. Touch the TARE button to reset the scale back to zero and weigh ingredients by adding it in to the same container.|Box Contents: The Chef-Mate KS 40 Kitchen Scale | 1 CR-2032 battery | Warranty Card | Instruction Manual.|Scale Dimensions: 20.4 x 15.5 x 1.3 cm.|Contact Us for Assistance: 1 year HealthSense India offsite service warranty on manufacturing defects ensures on time customer support. Reach out to us on our website for any queries: healthsense.in OR via email: support@healthsense.in OR call us on +91 9856 9856 36.,https://m.media-amazon.com/images/I/31vAlVllF5L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/HealthSense-Chef-Mate-KS-40-Weighing/dp/B083P71WKK/ref=sr_1_87?qid=1672923595&s=kitchen&sr=1-87
B097R4D42G,Bajaj New Shakti Neo 10L Vertical Storage Water Heater (Geyser 10 Litres) 4 Star BEE Rated Heater For Water Heating with Titanium Armour Swirl Flow Technology Glasslined Tank(White) 1 Yr Warranty,Home&Kitchen|HeatingCooling&AirQuality|WaterHeaters&Geysers|StorageWaterHeaters,4999,9650,48%,4.2,1772,Titanium Armour and Swirl Flow Technology|Copper element with efficient longer life|Suitable for 8 bar pressure|Unique Weldfree joint in outer metal body|It comes with Titanium glass lined enamel coated mild steel tank|Installation is not provided free by the brand.,https://m.media-amazon.com/images/I/31IR1G0S9cL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Bajaj-Shakti-Heater-Multiple-Safety/dp/B097R4D42G/ref=sr_1_91?qid=1672923595&s=kitchen&sr=1-91
B07MKMFKPG,Bosch Pro 1000W Mixer Grinder MGM8842MIN - Black,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,6999,10590,34%,4.4,11499,Uniquely designed blunt PoundingBlade with thick edges which replicates pounding effect on dry ingredients thus giving authentic texture and taste|Completely hands free operation with unique lid-locks and strong suction feet for added stability|stainless steel blades for high performance wet dry and chutney grinding Cable management for easy handling and storage|Concealed bush for contamination free mixing and grinding|30 minutes motor rating (5 min On and 2 min Off maximum 6 cycles)|High grade stainless steel jars Ergonomic design of jar handles for easy operations|Overload protector for safe operations and High grade stainless steel jars|Country of Origin: India,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51bVSwhFA1L._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Bosch-TrueMixx-Pro-Grinder-Watt-MGM8842MIN/dp/B07MKMFKPG/ref=sr_1_92?qid=1672923595&s=kitchen&sr=1-92
B0949FPSFY,Bulfyss Stainless Steel Digital Kitchen Weighing Scale & Food Weight Machine for Diet Nutrition Health Fitness Baking & Cooking (5Kgs Stainless Steel 2 Years Warranty),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales,799,1999,60%,4.1,2162,✔[ACCURATE WEIGHT]: Made with 4 Japanese-precision sensors this digital kitchen scale will give you accurate weight every single time. Don’t settle for other scales with low-quality materials. We use food grade 304 stainless steel while others are made from plastic.|✔[SUPER SMART FEATURES]: Bulfyss new scale comes with tare and instant unit conversion for 6 UNITS. It has a feather-light build a gorgeous backlit LCD display and anti-fingerprint technology. Plus it turns off automatically after 2 minutes in case you left it on. (g kg lb oz ml milk ml)|✔[SLEEK UPGRADED DESIGN]: Our new thinner version is a breeze to clean and looks beautiful sitting on your kitchen counter. The sleek petite build eliminates the clutter and gives you easy storage. It is made with lightweight materials so you can carry it around.|✔[TRUSTED BY PROS]: Our food scale is used and endorsed by celebrity chefs around the world. This means you get the same amazing service and quality assurance that we dedicate to them. If they trust it so can you. Measures max 5 Kg and Minimum - 1g.|✔[SHOP WITH CONFIDENCE]: You can have peace of mind that this product has great quality & it’s warranted for 2 year. Batteries are included for your convenience.,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51o1OVswrGS._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Bulfyss-Stainless-Weighing-Nutrition-Warranty/dp/B0949FPSFY/ref=sr_1_93?qid=1672923595&s=kitchen&sr=1-93
B08F47T4X5,VR 18 Pcs - 3 Different Size Plastic Food Snack Bag Pouch Clip Sealer Large Medium Small Plastic Snack Seal Sealing Bag Clips Vacuum Sealer (Set of 18 Multi-Color) (Multicolor),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,89,89,0%,4.2,19621,MULTI-PURPOSE: Can be used to seal all types of food bags and storages such as potato chips snack bags breads coffee bags and frozen food bags etc.|Perfect for tightly sealing and storing all types of foods and snacks so that the food stays fresh and tastier for longer|SEAL THE DEAL! : They are fast and easy to use and their grip is very strong so you can rely on these clips to keep your bags perfectly sealed with minimum effort. It's always good to have these sealing clippers in your kitchen!|PRACTICABILITY: Convenient durable and reusable. The Seal clips provide more choices to meet your different needs. Enjoy your fresh food for long time and keep a healthier lifestyle.|Content : 18 Pieces (3 size x 6 Pcs each),https://m.media-amazon.com/images/I/51swXR+r2xL._SY300_SX300_.jpg,https://www.amazon.in/VR-Pcs-Different-Multi-Color-Multicolor/dp/B08F47T4X5/ref=sr_1_94?qid=1672923595&s=kitchen&sr=1-94
B01M0505SJ,Orient Electric Apex-FX 1200mm Ultra High Speed 400 RPM Ceiling Fan (Brown),Home&Kitchen|HeatingCooling&AirQuality|Fans|CeilingFans,1400,2485,44%,4.1,19998,HIGH SPEED: Superior air delivery with high-speed airflow of 400 RPM and high air delivery of 210 CMM.|SUPERIOR COMPONENTS: 100% copper motor with double ball bearing technology for smooth operations.|CORROSION-FREE: Powder-coated ribbed blades assure strength and longer life.|STYLISH AND ELEGANT: Metallic finish motor ring and blade trims that add to the decor of the room.|PACKAGE INCLUDES 1 Ceiling Fan 1 Warranty Card and 1 Instruction Manual.|WARRANTY: 2 years manufacturer warranty.,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/21rUca9axYL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Orient-Electric-Apex-FX-1200mm-Ceiling/dp/B01M0505SJ/ref=sr_1_95?qid=1672923595&s=kitchen&sr=1-95
B08D6RCM3Q,PrettyKrafts Folding Laundry Basket for Clothes with Lid & Handle Toys Organiser 75 Litre (Pack of 1) Mushroom Print,Home&Kitchen|HomeStorage&Organization|LaundryOrganization|LaundryBaskets,355,899,61%,4.1,1051,MULTIFUNCTIONAL LAUNDRY BAG - Useful for homes apartments bathroom student's dormitory and hostels. Also help you to store other stuff such as umbrellas toys shoes etc Make your room look clean tidy and save space|Needs no assembly - Folds when not in use. Volume: 75 litre. Package contains 1 Laundry Basket.|HIGH QUALITY - Made from non-woven fabric with strong durable stitching which is environmentally friendly durable wear and tear-resistant fabric anti-wrinkle-free lightweight|FOLDABLE STORAGE CONTAINERS - This box is foldable for space-saving easy to set up and convenient to carry. Can be folded when not in use|Dimension: Length(15)inch x Width(14)inch x Height(21.5)inch|REMOVABLE LID - Laundry Box comes with the matching Lid to prevent dust from settling on the stored contents while bringing a decorative look,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41ZFwhFMMwL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/PrettyKrafts-Laundry-Clothes-Storage-Mushroom/dp/B08D6RCM3Q/ref=sr_1_96?qid=1672923595&s=kitchen&sr=1-96
B009P2LITG,Bajaj Majesty RX11 2000 Watts Heat Convector Room Heater (White ISI Approved),Home&Kitchen|HeatingCooling&AirQuality|RoomHeaters|ElectricHeaters,2169,3279,34%,4.1,1716,Instant Warmth: 2000 Watts Heat Convector Room heater ensure your comfort during chilly winters. Rated Voltage-230 V|Personalized Comfort: Customized to your heating needs with an adjustable thermostat and two heat settings (1000 W/ 2000 W) Cord Type:- PVC|Peace of Mind: Featuring auto thermal shutoff and a thermal fuse to prevent overheating|Convenient & Elegant: RX10 comes with a two way installation horizontal and vertical|Multitasking: Acts as a heater in winter and personal fan in summer|Reliable & Safe: Our room heaters are dependable and they also come with a 2 Year warranty|Adjustable thermostat for desirable temperature,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31Di52QEVdL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Bajaj-RX-11-2000-Watt-Convector/dp/B009P2LITG/ref=sr_1_98?qid=1672923595&s=kitchen&sr=1-98
B00V9NHDI4,Eureka Forbes Trendy Zip 1000 Watts powerful suction vacuum cleaner with resuable dust bag & 5 accessories1 year warrantycompactlight weight & easy to use (Black),Home&Kitchen|Kitchen&HomeAppliances|VacuumCleaning&Ironing|Vacuums&FloorCare|Vacuums|CanisterVacuums,2799,3799,26%,3.9,32931,Post Purchase virtual Demo is provided on this product .A dedicated customer service executive is assigned to give live demo of the product over a video call|Trendy Zip is a canister vaccum cleaner for daily cleaning needs to get rid of deep embedded dirt & dust|The product has free reusable dust bags|The product has easy to use foot operated power on-off & auto cord winder switch that automatically winds the cord to protectr the wire from damage|This vacuum cleaner has dust bag full indicator to indicate when the dust bag is full for timely dirt disposal|This vacuum cleaner has 5 accessories for various cleaning needs|Cleans Multiple Surfaces: Can be used on tiles wooden floors rugs carpets sofas fabric upholstery and more. The product has 1 year warranty on manufacturing defects,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41FyPER4ASL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Eureka-Forbes-Trendy-Zip-1000-Watt/dp/B00V9NHDI4/ref=sr_1_99?qid=1672923595&s=kitchen&sr=1-99
B07WGPBXY9,Pigeon by Stovekraft Quartz Electric Kettle (14299) 1.7 Litre with Stainless Steel Body used for boiling Water making tea and coffee instant noodles soup etc. 1500 Watt (Silver),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,899,1249,28%,3.9,17424,Hygienic Stainless Steel Body: Now you can make hot water green tea lemon water soups with Pigeon Quartz Stainless Steel electric kettle 1.7 Litre with less efforts in minutes|Single Push flip Glass lid: The single touch locking Glass lid mechanism in Pigeon Quartz Electric Kettle 1.7 Litre ensures a quick seal to prevent steam from escaping and water to boil in no time.|360 degree rotational base: The 360° rotational swivel power base in Pigeon Quartz Electric Kettle 1.7 Litre allows you to plug it in any direction with desired jug handle position. The base helps in ease movement to carry and serve the hot water.|Auto cut off: This kettle has illuminated power indicator which glows when power is on and switches off when Pigeon Quartz electric kettle 1.7 Litre automatically off. The automatic cut off feature cuts off the power supply when the water is boiled. It protects the appliance from damage making it safe and improves its lifespan of the Electric kettle.|Cool touch handle: Elegant heat resistant handles make you for ease movement of your Pigeon Quartz electric kettle 1.7 Litre and extremely durable in usage with no hassle.|240 Voltage Power Requirement and 1500 Watt Power consumption Capacity 1.7 Litre|1 Year Warranty from the Manufavturer,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31TLru4LT8L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Pigeon-Stovekraft-Quartz-Electric-Kettle/dp/B07WGPBXY9/ref=sr_1_100?qid=1672923595&s=kitchen&sr=1-100
B00KRCBA6E,Maharaja Whiteline Lava Neo 1200-Watts Halogen Heater (White and Red),Home&Kitchen|HeatingCooling&AirQuality|RoomHeaters,2499,5000,50%,3.8,1889,Meant for Spot Heating|Room Size: Upto 150 sq ft|Convenient efficient shock proof 180 degrees rotation and ISI certified|3 heat settings 3 halogen rods|Warranty: 2 years on product|Power: 1200 watts Operating voltage: 230 volts|Includes: Halogen heater Instruction Manual Customer Care List and Guarantee Card,https://m.media-amazon.com/images/I/41Y4vsQHt6L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Maharaja-Whiteline-Lava-1200-Watt-Helogen/dp/B00KRCBA6E/ref=sr_1_101?qid=1672923595&s=kitchen&sr=1-101
B0B3X2BY3M,Crompton Gracee 5-L Instant Water Heater (Geyser),Home&Kitchen|HeatingCooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters,3599,7299,51%,4,10324,PRODUCT: Crompton's 5L instant water heater with fast heating function|TECHNICAL SPECIFICATIONS: Wattage: 3000W; Capacity: 5L; Pressure 6.5 bar|WARRANTY: 5 year warranty on Tank 2 year warranty on Element and 2 year warranty on Product provided by Crompton from date of purchase|4 LEVEL SAFETY: Steam Thermostat automatic thermal cut-out pressure release valve and a fusible plug to ensure complete safety.|ANTI-RUST: Rust free PP body along with a weldless tank design that enhances resistance to corrosion and ensures long life,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31KGeL7u8hL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Crompton-Gracee-Instant-Heater-Geyser/dp/B0B3X2BY3M/ref=sr_1_102?qid=1672923595&s=kitchen&sr=1-102
B00F159RIK,Bajaj DX-2 600W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology Black,Home&Kitchen|Kitchen&HomeAppliances|VacuumCleaning&Ironing|IronsSteamers&Accessories|Irons|DryIrons,499,625,20%,4.2,5355,Non-stick coated sole plate|Super clean surface finish|Extra lift at the back for easy gliding on clothes Extra Light Weight|Cool touch handle with comfortable grip|180 degree swivel cord|Warranty: 2 years on product|Power: 600 watts; Operating voltage: 230 volts,https://m.media-amazon.com/images/I/416ICdLhYGL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Bajaj-DX-600-Watts-Light-Weight/dp/B00F159RIK/ref=sr_1_100?qid=1672923596&s=kitchen&sr=1-100
B08MV82R99,Bajaj Waterproof 1500 Watts Immersion Rod Heater,Home&Kitchen|HeatingCooling&AirQuality|WaterHeaters&Geysers|ImmersionRods,653,1020,36%,4.1,3366,Power: 1500 watts|Warranty: 2 year warranty on product|Water Proof Sealed terminals for safety and longer life|Plastic handle to prevent from shock & rust|Includes: 1 Unit immersion rod instruction manual warranty card,https://m.media-amazon.com/images/I/31XMh-zc1IL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Bajaj-Waterproof-Watts-Immersion-Heater/dp/B08MV82R99/ref=sr_1_101?qid=1672923596&s=kitchen&sr=1-101
B09VKWGZD7,AGARO Supreme High Pressure Washer 1800 Watts 120 Bars 6.5L/Min Flow Rate 8 Meters Outlet Hose Portable for CarBike and Home Cleaning Purpose Black and Orange,Home&Kitchen|Kitchen&HomeAppliances|VacuumCleaning&Ironing|PressureWashersSteam&WindowCleaners,4789,8990,47%,4.3,1017,Includes 3 meters inlet pipe 8 meters outlet hose spray gun extension rod1 inlet filter 1 inlet connector1 tap connector 1 bucket water filter foam spray bottle|1800 Watts high pressure washer removes stubborn dirt oil junk sticky dust with 120 bars high pressure quickly and easily Voltage: 230V|9.05 Kgs weight 6.5 Litres/min of water flow allows cleaning of large surface in lesser time|8 meters outlet hose Comes with 250 ml foam bottle which allows you to easily apply foam directly through the machine|Automatically shuts off pump when trigger is not engaged to save energy and prolong pump life|1 year warranty,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/416t5HILjUL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Supreme-Pressure-Portable-Cleaning-Purpose/dp/B09VKWGZD7/ref=sr_1_102?qid=1672923596&s=kitchen&sr=1-102
B009P2LK80,Bajaj Deluxe 2000 Watts Halogen Room Heater (Steel ISI Approved) Multicolor,Home&Kitchen|HeatingCooling&AirQuality|RoomHeaters|HalogenHeaters,1409,1639,14%,3.7,787,Radiant Warmth: Ideal for use in in small rooms this 2 Watts heater provides instant heating during winters. Coating Type : Powder|Personalized Comfort: Customized to your heating needs with an adjustable thermostat and two heat settings (1 W/ 2 W)|Peace of Mind: Featuring cotton braided cord for safety and Nickel Chromium Plated mesh grid for effective heating|Convenient & Elegant: This room heater comes with SS reflector and tilting legs for easy mobility|Reliable & Safe: Our room heaters are dependable and they also come with a 2 Year warranty|Two heat setting ; Neat & Clean Operation ; Rated Voltage: 23 V ; Cord Type: Cotton Braided ; Effective Cord Length (in meters): 1.5 ; Cord Plug Material: Molded PP filled,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41WyoT08raL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Bajaj-Delux-2000-Watt-Room-Heater/dp/B009P2LK80/ref=sr_1_103?qid=1672923596&s=kitchen&sr=1-103
B00A7PLVU6,Orpat HHB-100E WOB 250-Watt Hand Blender (White),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,753,899,16%,4.2,18462,This product does not require installation. please contact brand customer care for any product related queires. Customer Service Number: +91-02822-230491 / 02822-391391|Unique comfort grip The frequency is 50 Hz Functions: Beating. Pureeing : Yes|Easy to store and wash and it has Stainless steel blade|A handy appliance which will reduce the time you spend in the kitchen by taking care of all your chopping blending or mixing tasks at the touch of a button|Smooth and safe switch Sleek & Strong|Elegant design|18000 RPM,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/21OWOIM1wML._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Orpat-HHB-100E-WOB-250-Watt-Blender/dp/B00A7PLVU6/ref=sr_1_104?qid=1672923596&s=kitchen&sr=1-104
B0B25DJ352,GILTON Egg Boiler Electric Automatic Off 7 Egg Poacher for Steaming Cooking Also Boiling and Frying Multi Color,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,353,1199,71%,4.3,629,"Cook up to 7 eggs in soft medium or hard boiled firmness while saving time and water. Eggs come out consistently perfect shell is easy to peel and clean up is super easy!|This Egg Boiler takes only 10 minutes to cook the eggs Fill measuring cup with water to desired doneness press the power button once and within minutes your eggs will be ""Egg-Celent!"" Fun and simple to use for family members of all ages!|Multi-functional egg shelf design varied size of eggs can be steamed automatic cut - off function|You can consistently prepare eggs the way you like without fat or oil.",https://m.media-amazon.com/images/I/41yKM0rHKQL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Egg-Boiler-Electric-Automatic-Steaming/dp/B0B25DJ352/ref=sr_1_105?qid=1672923596&s=kitchen&sr=1-105
B013B2WGT6,HealthSense Chef-Mate KS 33 Digital Kitchen Weighing Scale & Food Weight Machine for Health Fitness Home Baking & Cooking with Free Bowl 1 Year Warranty & Batteries Included,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales,1099,1899,42%,4.3,15276,Multiple Units: The Chef-Mate KS 33 Kitchen Scale efficiently weighs in g ml lb:oz and fl’oz. Simply touch the UNIT button for the desired conversion.|TARE Function: This function allows you to set the scale to zero with your bowl already placed on the scale to weigh liquid or fragile ingredients.|High Precision: This scale is built with high precision sensors to give you the right measurements to aid in your cooking.|Dimensions: The Chef-Mate KS 33 Kitchen Scale: 15.5 x 21.7 cm | BPA Free Bowl: 18 x 6.3 cm | Display Size: 6.6 x 2.9.|Box Contents: The Chef-Mate KS 33 Kitchen Scale 1 BPA Free Bowl 2 AAA Batteries Warranty Card and Instruction Manual.,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/410d2Vda6QS._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Health-Sense-Chef-Mate-Digital-Scale-KS33/dp/B013B2WGT6/ref=sr_1_106?qid=1672923596&s=kitchen&sr=1-106
B097RJ867P,PHILIPS Digital Air Fryer HD9252/90 with Touch Panel uses up to 90% less fat 7 Pre-set Menu 1400W 4.1 Liter with Rapid Air Technology (Black) Large,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DeepFatFryers|AirFryers,8799,11595,24%,4.4,2981,Philips Airfryer HD9252/90 (Large 4.1 L) lets you cook great tasting food with up to 90% less fat*|Patented Rapid Air technology with unique starfish design pan ensures evenly fried results without flipping the food|Fry. Bake. Grill. Roast. And even reheat!|Touch screen with 7 presets and Keep Warm Function. Try new recipes at the touch of a button.|Auto-shut off function when the basket is removed|Extra-long 1.8 m cord length for easy placement in your kitchen|Dishwasher-safe and Easy-to-Clean,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31nZs1BL4tL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/PHILIPS-Digital-HD9252-90-Technology/dp/B097RJ867P/ref=sr_1_107?qid=1672923596&s=kitchen&sr=1-107
